[0.000000] (-) TimerEvent: {}
[0.000340] (esda_bot) JobQueued: {'identifier': 'esda_bot', 'dependencies': OrderedDict()}
[0.173191] (esda_bot) StdoutLine: {'line': b'-- Up-to-date: /home/daniel/esda_bot/install/esda_bot/share/esda_bot/urdf_asterius_v4/optic__4.part\n'}
[0.173312] (esda_bot) StdoutLine: {'line': b'-- Up-to-date: /home/daniel/esda_bot/install/esda_bot/share/esda_bot/urdf_asterius_v4/zed2_ip_outer_with_lens_v8.stl\n'}
[0.173432] (esda_bot) StdoutLine: {'line': b'-- Up-to-date: /home/daniel/esda_bot/install/esda_bot/share/esda_bot/urdf_asterius_v4/fcid_divider_mount__configuration_ali_2mm.stl\n'}
[0.173552] (esda_bot) StdoutLine: {'line': b'-- Up-to-date: /home/daniel/esda_bot/install/esda_bot/share/esda_bot/urdf_asterius_v4/optic__3.stl\n'}
[0.173677] (esda_bot) StdoutLine: {'line': b'-- Up-to-date: /home/daniel/esda_bot/install/esda_bot/share/ament_index/resource_index/package_run_dependencies/esda_bot\n'}
[0.173804] (esda_bot) StdoutLine: {'line': b'-- Up-to-date: /home/daniel/esda_bot/install/esda_bot/share/ament_index/resource_index/parent_prefix_path/esda_bot\n'}
[0.173923] (esda_bot) StdoutLine: {'line': b'-- Up-to-date: /home/daniel/esda_bot/install/esda_bot/share/esda_bot/environment/ament_prefix_path.sh\n'}
[0.174044] (esda_bot) StdoutLine: {'line': b'-- Up-to-date: /home/daniel/esda_bot/install/esda_bot/share/esda_bot/environment/ament_prefix_path.dsv\n'}
[0.174165] (esda_bot) StdoutLine: {'line': b'-- Up-to-date: /home/daniel/esda_bot/install/esda_bot/share/esda_bot/environment/path.sh\n'}
[0.174338] (esda_bot) StdoutLine: {'line': b'-- Up-to-date: /home/daniel/esda_bot/install/esda_bot/share/esda_bot/environment/path.dsv\n'}
[0.174472] (esda_bot) StdoutLine: {'line': b'-- Up-to-date: /home/daniel/esda_bot/install/esda_bot/share/esda_bot/local_setup.bash\n'}
[0.174594] (esda_bot) StdoutLine: {'line': b'-- Up-to-date: /home/daniel/esda_bot/install/esda_bot/share/esda_bot/local_setup.sh\n'}
[0.174731] (esda_bot) StdoutLine: {'line': b'-- Up-to-date: /home/daniel/esda_bot/install/esda_bot/share/esda_bot/local_setup.zsh\n'}
[0.174858] (esda_bot) StdoutLine: {'line': b'-- Up-to-date: /home/daniel/esda_bot/install/esda_bot/share/esda_bot/local_setup.dsv\n'}
[0.174980] (esda_bot) StdoutLine: {'line': b'-- Installing: /home/daniel/esda_bot/install/esda_bot/share/esda_bot/package.dsv\n'}
[0.175102] (esda_bot) StdoutLine: {'line': b'-- Up-to-date: /home/daniel/esda_bot/install/esda_bot/share/ament_index/resource_index/packages/esda_bot\n'}
[0.175221] (esda_bot) StdoutLine: {'line': b'-- Up-to-date: /home/daniel/esda_bot/install/esda_bot/share/esda_bot/cmake/esda_botConfig.cmake\n'}
[0.175375] (esda_bot) StdoutLine: {'line': b'-- Up-to-date: /home/daniel/esda_bot/install/esda_bot/share/esda_bot/cmake/esda_botConfig-version.cmake\n'}
[0.175560] (esda_bot) StdoutLine: {'line': b'-- Up-to-date: /home/daniel/esda_bot/install/esda_bot/share/esda_bot/package.xml\n'}
[0.175802] (esda_bot) CommandEnded: {'returncode': 0}
[0.199369] (-) TimerEvent: {}
[0.226015] (esda_bot) JobEnded: {'identifier': 'esda_bot', 'rc': 0}
[0.228021] (-) EventReactorShutdown: {}
